Country,State,Year,Month,Calendar Day,City,Quality Of Air,"Index Value Of Air (UOM:Number), Scaling Factor:1"
India,Jharkhand,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Barajamda,Satisfactory,83
India,Jharkhand,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Dhanbad,,
India,Jharkhand,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Jamshedpur,Moderate,137
India,Jharkhand,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Jharia,,
India,Jharkhand,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Ranchi,Moderate,106
India,Jharkhand,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Saraikela,,
India,Jharkhand,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Sindri,,
India,Karnataka,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Belgaum,,
India,Karnataka,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Chitradurga,Good,46
India,Karnataka,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Mandya,Good,37
India,Karnataka,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Tumkuru,,
India,Kerala,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Alappuzha,Good,34
India,Kerala,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Kottayam,Good,42
India,Kerala,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Mallappuram,Good,31
India,Kerala,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Palakkad,Moderate,103
India,Kerala,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Pathanamthitta,Good,33
India,Kerala,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Wayanad,Good,28
India,Ladakh,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Jammu,Moderate,3.04036645318434015010
India,Ladakh,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Pulwama,Moderate,2.99662017328240719830
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Amlai,Satisfactory,60
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Chindwara,Satisfactory,78
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Nagda,Good,42
India,Maharashtra,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Akola,Satisfactory,66
India,Maharashtra,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Ambernath,Satisfactory,79
India,Maharashtra,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Amravati,Satisfactory,90
India,Maharashtra,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Badlapur,,
India,Maharashtra,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Bhiwandi,Satisfactory,61
India,Maharashtra,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Jalgaon,Satisfactory,54
India,Maharashtra,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Jalna,,
India,Maharashtra,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Kolhapur,Moderate,124
India,Maharashtra,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Latur,Satisfactory,83
India,Maharashtra,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Pimpri-Chinchwad,Moderate,110
India,Maharashtra,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Sangli,Satisfactory,95
India,Maharashtra,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Ulhas Nagar,Satisfactory,87
India,Manipur,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Imphal,,
India,Meghalaya,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Byrnihat,,
India,Meghalaya,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Dawki,,
India,Meghalaya,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Khlihriat,,
India,Meghalaya,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Nongstoin,,
India,Meghalaya,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Tura,,
India,Meghalaya,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Umaim,,
India,Mizoram,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Champhai,Good,27
India,Mizoram,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Kolasib,,
India,Nagaland,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Dimapur,,
India,Odisha,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Angul,Moderate,119
India,Odisha,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Balasore,Satisfactory,98
India,Odisha,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Berhampur,Satisfactory,52
India,Odisha,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Bhubaneshwar,Moderate,126
India,Odisha,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Cuttack,,
India,Odisha,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Jharsuguda,Moderate,107
India,Odisha,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Kalinga Nagar,,
India,Odisha,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Konark,Satisfactory,82
India,Odisha,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Paradeep,Moderate,134
India,Odisha,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Puri,,
India,Odisha,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Rayagada,,
India,Odisha,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Rourkela,Moderate,118
India,Odisha,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Sambalpur,Moderate,130
India,Puducherry,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Karaikal,Satisfactory,80
India,Punjab,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Aspal Khurd (Tapa),,
India,Punjab,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Bara Pind (Goraya),Satisfactory,96
India,Punjab,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Changal (Sangrur),,
India,Punjab,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Dera Bassi,,
India,Punjab,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Fatehpur (Samana),,
India,Punjab,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Jaito Sarja (Batala),,
India,Punjab,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Kharaori (Sirhind),,
India,Punjab,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Lakho ke Behram,,
India,Punjab,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Mrar Kalan (Muktsar),,
India,Punjab,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Mureedke (Batala),Satisfactory,89
India,Punjab,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Naudhrani (Malerkotla),,
India,Punjab,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Poohli (Bhatinda),,
India,Punjab,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Rakhra (Patiala),Satisfactory,78
India,Rajasthan,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Bharatpur,Moderate,121
India,Rajasthan,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Chittorgargh,Satisfactory,79
India,Sikkim,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Gangtok,,
India,Sikkim,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Mangan,,
India,Sikkim,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Namchi,,
India,Sikkim,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Pelling,,
India,Sikkim,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Rangpo,,
India,Sikkim,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Ravangla,,
India,Sikkim,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Singtam,,
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Cuddalore,Good,49
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Madurai,Satisfactory,54
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Mettur,Good,35
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Salem,Satisfactory,64
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Trichy,Good,49
India,Telangana,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Adilabad,,
India,Telangana,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Karimnagar,,
India,Telangana,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Khammam,Satisfactory,95
India,Telangana,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Kothur,,
India,Telangana,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Nalgonda,,
India,Telangana,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Nizamabad,,
India,Telangana,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Patencheru,,
India,Telangana,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Ramagundum,,
India,Telangana,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Sangareddy,,
India,Telangana,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Warangal,,
India,Tripura,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Agartala,,
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Anpara,Moderate,162
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Bareily,,
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Firozabad,Poor,214
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Gajroula,Moderate,193
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Gorakhpur,Poor,207
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Jhansi,Moderate,119
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Khurja,,
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Mathura,,
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Raibareli,Moderate,134
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Saharanpur,,
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Unnao,,
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Dehradun,Moderate,121
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Haldwani,,
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Haridwar,Moderate,110
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Kashipur,,
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Rishikesh,,
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Rudrapur,Moderate,116
India,West Bengal,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Amtala,Moderate,119
India,West Bengal,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Baharampur,Moderate,105
India,West Bengal,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Balurghat,Moderate,120
India,West Bengal,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Bankura,Satisfactory,94
India,West Bengal,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Barasat,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Bardhaman,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Barrckpore,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Baruipur,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Bolpur,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Chinsura,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Coochbihar,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Dankuni,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Darjeeling,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Ghatal,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Jalpaiguri,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Kalyani,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Kharagpur,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Krishnanagar,Moderate,105
India,West Bengal,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Malda,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Medinipur,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Purulia,Satisfactory,87
India,West Bengal,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Raigunj,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Rampurhat,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Ranaghat,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Raniganj,Moderate,159
India,West Bengal,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Rishra,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Sankrail,Moderate,133
India,West Bengal,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Suri,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Tamluk,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Tribeni,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-27,Uluberia,,
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Anatapur,,
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Chittor,,
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Eluru,Satisfactory,69
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Guntur,,
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Kadapa,,
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Kakinada,,
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Kurnool,,
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Nellore,,
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Ongole,,
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Srikakulam,,
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Vizianagaram,Satisfactory,59
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Itanagar,,
India,Assam,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Bongaigaon,,
India,Assam,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Daranga,,
India,Assam,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Dibrugarh,,
India,Assam,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Golaghat,,
India,Assam,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Magherita,,
India,Assam,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Nagaon,,
India,Assam,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Nalbari,,
India,Assam,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,North Lakhimpur,Satisfactory,53
India,Assam,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Silcher,,
India,Assam,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Sivasagar,,
India,Assam,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Tezpur,,
India,Assam,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Tinsukia,,
India,Bihar,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Begusarai,,
India,Bihar,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Darbhanga,,
India,Bihar,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Rajgir,,
India,Bihar,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Sasaram,,
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Bilaspur,,
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Durg-Bhillainagar,,
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Korba,,
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Raigarh,,
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Raipur,,
India,Goa,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Amona,,
India,Goa,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Assanora,,
India,Goa,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Bicholim,,
India,Goa,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Codli,,
India,Goa,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Cuncolim,,
India,Goa,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Honda,,
India,Goa,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Kundaim,,
India,Goa,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Mapusa,,
India,Goa,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Margao,Satisfactory,61
India,Goa,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Marmagao,,
India,Goa,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Panaji,,
India,Goa,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Ponda,,
India,Goa,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Sanguem,,
India,Goa,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Tilamol,,
India,Goa,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Tuem,,
India,Goa,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Usgao-Pale,,
India,Goa,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Vasco,,
India,Gujarat,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Jamnagar,,
India,Gujarat,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Rajkot,,
India,Gujarat,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Surat,,
India,Gujarat,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Vadodara,Moderate,101
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Baddi,,
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Damtal,,
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Dharamshala,,
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Kala Amb,Moderate,190
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Manali,,
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Nalagarh,,
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Parwanoo,,
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Poanta Sahib,Satisfactory,62
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Shimla,,
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Sunder Nagar,,
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Una,,
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Vashisht,,
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Jammu,,
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Pulwama,,
India,Jharkhand,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Barajamda,,
India,Jharkhand,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Dhanbad,,
India,Jharkhand,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Jamshedpur,,
India,Jharkhand,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Jharia,,
India,Jharkhand,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Ranchi,,
India,Jharkhand,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Saraikela,,
India,Jharkhand,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Sindri,,
India,Karnataka,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Belgaum,,
India,Karnataka,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Chitradurga,,
India,Karnataka,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Mandya,,
India,Karnataka,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Tumkuru,,
India,Kerala,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Alappuzha,,
India,Kerala,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Kottayam,,
India,Kerala,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Mallappuram,,
India,Kerala,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Palakkad,,
India,Kerala,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Pathanamthitta,,
India,Kerala,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Wayanad,,
India,Ladakh,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Jammu,,
India,Ladakh,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Pulwama,,
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Amlai,,
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Chindwara,,
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Nagda,,
India,Maharashtra,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Akola,,
India,Maharashtra,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Ambernath,,
India,Maharashtra,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Amravati,,
India,Maharashtra,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Badlapur,Satisfactory,85
India,Maharashtra,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Bhiwandi,,
India,Maharashtra,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Jalgaon,,
India,Maharashtra,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Jalna,,
India,Maharashtra,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Kolhapur,,
India,Maharashtra,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Latur,,
India,Maharashtra,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Pimpri-Chinchwad,,
India,Maharashtra,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Sangli,Moderate,149
India,Maharashtra,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Ulhas Nagar,,
India,Manipur,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Imphal,,
India,Meghalaya,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Byrnihat,,
India,Meghalaya,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Dawki,,
India,Meghalaya,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Khlihriat,,
India,Meghalaya,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Nongstoin,,
India,Meghalaya,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Tura,,
India,Meghalaya,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Umaim,,
India,Mizoram,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Champhai,Good,14
India,Mizoram,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Kolasib,Good,28
India,Nagaland,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Dimapur,,
India,Odisha,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Angul,,
India,Odisha,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Balasore,,
India,Odisha,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Berhampur,,
India,Odisha,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Bhubaneshwar,,
India,Odisha,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Cuttack,,
India,Odisha,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Jharsuguda,,
India,Odisha,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Kalinga Nagar,,
India,Odisha,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Konark,,
India,Odisha,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Paradeep,,
India,Odisha,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Puri,,
India,Odisha,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Rayagada,,
India,Odisha,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Rourkela,,
India,Odisha,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Sambalpur,,
India,Puducherry,"Calendar Year (Jan - Dec), 2020","January, 2020",2020-01-26,Karaikal,,
